time,lyrics
0,
2080,달려라 달려라 좀 더 앞까지
5230,끝나지 않는 꿈속에서
8020,각자 별을 향해 달려가
10750,그러니 모두… Let's Go Starting Gate!
16250,
25030,호기심이 발견한 Hello 미래의 꼬리
30400,사정거리에 잡아 놓고 붙잡아 버리자 지금 당장!
36100,교과서에도 실리지 않은 특별한 Experience
41430,쫓아갈 준비라면 진작에 All OK!
46649,
46650,답답해 차분히 천천히 같은 건
49830,(No Thank You! No Thank You!)
52130,미묘한 분위기 역시 우리는 (Run! Run! Run!)
56220,전력을 다하는 게 좋아 (Ready…Go!)
60099,
60100,달려라 달려라 좀 더 앞까지 (Dash! Dash!)
63230,멈추지 않는 바람처럼 (Syu-n! Syu-n!)
66000,트윙클 빛을 휘감고 (Only One)
68850,슈~웅 가속하자 (Grow Up Shine!)
71120,빨리 빨리 좀 더 앞까지 (Dash! Dash!)
74150,끝나지 않는 꿈속을 (Syu-n! Syu-n!)
77000,각자가 별에 닿을 때까지
79650,가자 모두… Let's Go Starting Gate!
84920,
87550,이리 와 이리 와 들리고 있어
90730,예감이라는 내면의 목소리 (Welcome To My Road)
96720,믿어 보자!
99180,
100050,달려라 달려라 좀 더 앞까지 (Dash! Dash!)
103200,끝나지 않는 꿈속을 (Syu-n! Syu-n!)
105930,각자가 별에 닿을 때까지
108620,가자 모두… Let's Go Starting Gate!
113170,
114470,걸어 보자… Let's Go Starting Gate!
118620,
