time,lyrics
0,
6483,너와 꿈을 걸 거야
8633,몇 번이고 이겨 나아가 승리 그 너머로!
16033,
26333,Sunshine 앞을 향하면 Passion 크게 울리는 팡파레
32017,"푸른 하늘 일직선! (노려라, 1등!(정상))"
36167,조금 우울해질 때는 활짝 귀를 기울이고 Feel Me!
41867,격려해주고 싶으니까
45099,
45100,마음 일렬 각기 이어지는 지평선을 박차고
50950,(No More!) 망설이지 마
53400,(Let's Go!) 멈추지 말고 가자!
56949,
56950,너와 꿈을 걸 거야
59100,몇 번이고 일으켜라 스퍼트
61867,포기하지 마! I Believe!
64017,언젠가 정했던 목표에
67867,Try! 닿아라 전속력으로
69867,마구 달리자 Never Give Up
72950,바람도 소리도 빛도
75100,추월해버리고 아무도 모르는 내일을 향해 가자!
81100,(자) 너와 꿈을 쌓아 올리고
83567,(자) 한결같이 반짝이던 스토리
89099,
89100,어디에 있어도 무지개를 올려다봐
94017,"같은 마음으로 지낼 수 있어! (노려라, 1등!(정상))"
98950,친구 이상 동료이자 라이벌
103400,노력이라도 어쩐지 기뻐
105867,서로 경쟁하며 가까워져
109866,
109867,바꿀 수 있는 거야 Destiny
112017,한계 따윈 넘어 보겠어
114783,포기하지 마! I Believe!
116950,언젠가 정했던 목표에
120783,Try! 닿아라 전속력으로
122783,마구 달려 좀 더
125100,마주 웃었던 계절 속에서
129567,바람도 소리도 빛도
131717,추월해버리고 아무도 모르는 내일을 향해 가자!
137717,(자) 너와 꿈을 쌓아 올리고
140167,(자) 이 가슴에 떠오르는 태양
142783,(자) 이를 악물고 GO!
144333,너와 꿈을 걸 거야 언제까지나 희망과 함께
150050,
