time,lyrics
0,
6433,…이기고 싶어 이기고 싶어 이기고 싶어
14033,너를 이기고 싶어!!
15400,(하아아아아아아!!)
18249,
18250,불태워라 꿈의 불꽃을 (내일을 넘어서)
22967,울려라 골의 고동 (달려 나가자)
26683,
28983,절망하더라도 앞을 향해 GO!!
30967,더는 뒤돌아 보지 않아 (계속 전진!!)
33667,한계 따윈 문제없어
35583,자 사냥에 나서자 불멸의 도주
38332,
38183,대박!대박!대박인걸!
40267,가시밭길 제전 (또 역경!?)
42750,알게 됐어 느껴져
45300,넘쳐 흐른 승리에서
47116,
47117,Go! Go! Let’s Go!! 나약한 망설임
49600,Go! Go! Let’s Go!! 뜨거운 소원을
51950,Go! Go! Let’s Go!! 모조리 두르고
54400,Dan Dan Dan Gan 강하게!!
56666,
56667,（Fight!!） 모두를 미소 짓게
58933,（Fight!!） 영관의 저편에서
61367,그저 잔뜩 빛나고 싶으니까
65132,
65133,지지 않아
65649,
65650,몇 번이고 몇 번이고
67983,금방 손이 닿을 것 같았어
70117,NaNa 몇 번이고 몇 번이고
72683,포기할 뻔했어
74667,NaNa 눈물 아무도 보이지 않지만 넘쳐 흐르네
79217,NaNa 몇 번이고 몇 번이고
81916,
81817,(하아아아아!! 몇 번이든!!)
84183,
95517,몇 번이고 몇 번이고
99867,NaNa 몇 번이고 몇 번이고 (달려 나가자)
104800,최선을 다한 걸론 부족해
107083,열심히 한 걸론 부족해
110083,미래는 모르는 거니까!!!
112800,(하아아아아아아아아아!! 더 열심히!!)
117399,
117400,몇 번이고 몇 번이고
119683,금방 손이 닿을 것 같았어
121683,NaNa 몇 번이고 몇 번이고
124233,포기할 뻔했어
126233,NaNa 눈물 아무도 보이지 않지만 넘쳐 흐르네
130667,NaNa 몇 번이고 몇 번이고
133583,
134150,항상 잊지 않아
135766,
135767,(하아아아아아아아아아!!)
139899,
139900,몇 번이든
142000,
